ch,yue,yue-nn,yue-wz
呗,baai,be,be
呗,be,baai,baai
呗,bui,baai,baai
呗,baa,baai,baai
员,jyun,jyun,jyun
员,wan,jyun,jyun
呙,gwo,go,go
呙,waa,waa,waa
呙,kwaa,kwaa,kwaa
呙,wo,wo,wo
呚,mui,mui,mui
呛,coeng,coeng,coeng
呜,wu,wu,wu
呝,ak,ak,ak
呞,ci,ci,ci
呞,si,si,si
呟,gyun,hyun,hyun
呠,pan,pan,pan
呠,but,but,but
呠呠車,but but ce,but but ce,but but ce
呠呠车,but but ce,but but ce,but but ce
呡,man,man,man
呡,man,men,maan
呢,nei,ni,ni
呢,ni,ne,ne
呢,ne,ne,ne
呢,le,ne,ne
呢,li,ne,ne
呢一牌,ni jat paai,ne jat paai,ne jat paai
呢一鋪,ni jat pou,ne jat pu,ne jat pu
呢一铺,ni jat pou,ne jat pu,ne jat pu
呢世人,ni sai jan,ne sai jan,ne sai jan
呢个嘢,ni go je,ne go je,ne go je
呢个时候,ni go si hau,ne go si hau,ne go si hau
呢个月,ni go jyut,ne go jyut,ne go jyut
呢个系,ni go hai,ne go hai,ne go hai
呢件,ni gin,ne gin,ne gin
呢件事,nei gin si,ni gin si,ni gin si
呢個係,ni go hai,ne go hai,ne go hai
呢個嘢,ni go je,ne go je,ne go je
呢個時候,ni go si hau,ne go si hau,ne go si hau
呢個月,ni go jyut,ne go jyut,ne go jyut
呢几个,ni gei go,ne gi go,ne gi go
呢几年,ni gei nin,ne gi nin,ne gi nin
呢几日,ni gei jat,ne gi jat,ne gi jat
呢出,ni ceot,ne cyut,ne cat
呢句,ni geoi,ne gyu,ne gyu
呢只,ni zek,ne zek,ne zek
呢只嘢,nei zek je,ni zek je,ni zek je
呢只嘢,ni zek je,ne zek je,ne zek je
呢吓,ne haa,ne haa,ne haa
呢味嘢,ni mei je,ne mi je,ne mi je
呢啲嘢,ni di je,ne di je,ne di je
呢嗬,ne ho,ne ho,ne ho
呢嗱,ne naa,ne naa,ne naa
呢嗱,ni naa,ne naa,ne naa
呢嘢,ni je,ne je,ne je
呢幅图,ni fuk tou,ne fuk tu,ne fuk tu
呢幅圖,ni fuk tou,ne fuk tu,ne fuk tu
呢幾個,ni gei go,ne gi go,ne gi go
呢幾年,ni gei nin,ne gi nin,ne gi nin
呢幾日,ni gei jat,ne gi jat,ne gi jat
呢排好唔掂,ni paai hou m dim,ne paai hu m dim,ne paai hou m dim
呢杠嘢,ni lung je,ne lung je,ne lung je
呢条友,ni tiu jau,ne tiu jau,ne tiu jau
呢條友,ni tiu jau,ne tiu jau,ne tiu jau
呢槓嘢,ni lung je,ne lung je,ne lung je
呢段,ni dyun,ne dyun,ne dyun
呢粒,ni nap,ne nap,ne nap
呢部,ni bou,ne bu,ne bu
呢鋪,li pou,ne pu,ne pu
呢鋪,ni pou,ne pu,ne pu
呢鑊杰,li wok git,ne wok git,ne wok git
呢铺,li pou,ne pu,ne pu
呢铺,ni pou,ne pu,ne pu
呢镬杰,li wok git,ne wok git,ne wok git
呢間,ni gaan,ne gaan,ne gaan
呢间,ni gaan,ne gaan,ne gaan
呢隻,ni zek,ne zek,ne zek
呢隻嘢,nei zek je,ni zek je,ni zek je
呢隻嘢,ni zek je,ne zek je,ne zek je
呢首,ni sau,ne sau,ne sau
呢駁,ni bok,ne bok,ne bok
呢驳,ni bok,ne bok,ne bok
呢齣,ni ceot,ne cyut,ne cat
呣,m,m,m
呤,ling,ling,ling
呥,jim,jim,jim
呥,jam,jim,jim
呦,jau,jau,jau
呦,jaau,jaau,jaau
呧,dai,dai,dai
周,zau,zau,zau
周而复始,zau ji fau ci,zau ji fuk ci,zau ji fuk ci
周而复始,zau ji fuk ci,zau ji fuk ci,zau ji fuk ci
周而復始,zau ji fau ci,zau ji fuk ci,zau ji fuk ci
周身唔聚財,zau san m zeoi coi,zau san m zyu coi,zau san m zyu coi
周身唔聚财,zau san m zeoi coi,zau san m zyu coi,zau san m zyu coi
呩,si,si,si
呪,zau,zau,zau
呫,cip,cip,cip
呫,zim,zim,zim
呫,tip,tip,tip
呫哔,zim bat,zim bat,zim bat
呫嗶,zim bat,zim bat,zim bat
呫毕,zim bat,zim bat,zim bat
呫畢,zim bat,zim bat,zim bat
呬,hei,hi,hi
呭,jai,jai,jai
呮,kei,ki,ki
呯,ping,ping,ping
呰,zi,zi,zi
呱,gwaa,gwaa,gwaa
呱,gu,gu,gu
呱,waa,gwe,gwe
呲,zi,zi,zi
呲,ci,ci,ci
呲牙咧嘴,zi ngaa lit zeoi,zi ngaa lit zui,zi ngaa lit zui
味,mei,mi,mi
味粥,mei zok,mi zuk,mi zuk
味粥,mei zuk,mi zuk,mi zuk
呴,heoi,hyu,hyu
呴,hau,hau,hau
呴,jyu,jyu,jyu
呵,ho,ho,ho
呵,aa,hu,hu
呵,o,hu,hu
呶,naau,naau,naau
呶,nou,naau,naau
呶,jau,naau,naau
呷,haap,haap,haap
呷,gaat,haap,haap
呸,pei,pi,pi
呹,cik,cik,cik
呹,jat,jat,jat
呺,hiu,hiu,hiu
呺,hou,hu,hu
呻,san,san,san
呼,fu,fu,fu
呼,laa,fu,fu
呼吁,fu jyu,fu jyu,fu jyu
命,ming,ming,ming
命,meng,meng,ming
命丑,meng cau,meng cau,ming cau
命仔,meng zai,meng zai,ming zai
命令行,ming ling hong,ming ling hong,ming ling hong
命大,meng daai,meng daai,ming daai
命大,ming daai,ming daai,ming daai
命悬一线,meng jyun jat sin,meng jyun jat slin,ming jyun jat sin
命懸一線,meng jyun jat sin,meng jyun jat slin,ming jyun jat sin
命根,meng gan,meng gan,ming gan
命根,ming gan,ming gan,ming gan
命格,meng gaak,meng gaak,ming gaak
命正,meng zeng,meng zeng,ming zing
命水,meng seoi,meng sui,ming sui
命盘,meng pun,meng pun,ming pun
命盘,ming pun,ming pun,ming pun
命盤,meng pun,meng pun,ming pun
命盤,ming pun,ming pun,ming pun
命硬,meng ngaang,meng ngaang,ming ngaang
命苦,meng fu,meng fu,ming fu
命苦,ming fu,ming fu,ming fu
命薄,meng bok,meng bok,ming bok
命薄,ming bok,ming bok,ming bok
命赴黃泉,meng fu wong cyun,meng fu wong cyun,ming fu wong cyun
命赴黃泉,ming fu wong cyun,ming fu wong cyun,ming fu wong cyun
命赴黄泉,meng fu wong cyun,meng fu wong cyun,ming fu wong cyun
命赴黄泉,ming fu wong cyun,ming fu wong cyun,ming fu wong cyun
命运,meng wan,meng wan,ming wan
命运,ming wan,ming wan,ming wan
命运注定,ming wan zyu ding,ming wan zyu ding,ming wan zyu ding
命運,meng wan,meng wan,ming wan
命運,ming wan,ming wan,ming wan
命運註定,ming wan zyu ding,ming wan zyu ding,ming wan zyu ding
命醜,meng cau,meng cau,ming cau
呾,daat,daat,daat
呾,taan,taan,taan
呿,keoi,kyu,kyu
呿,heoi,hyu,hyu
咀,zeoi,zyu,zyu
咀,zo,zyu,zyu
咀啁啁,zeoi zeu zeu,zyu zeu zeu,zyu zaau zaau
咀啖,zeoi daam,zyu daam,zyu daam
咀招招,zeoi zeu zeu,zyu ziu ziu,zyu ziu ziu
咁,gam,gam,gam
咁夸,gam gwaa,gam kwaa,gam kwaa
咁巧,gam kiu,gam kiu,gam kiu
咁平,gam peng,gam peng,gam ping
咁捞,gam laau,gam lu,gam lou
咁撈,gam laau,gam lu,gam lou
咁誇,gam gwaa,gam kwaa,gam kwaa
咁近,gam kan,gam kan,gam kan
咂,zaap,zaap,zaap
咃,to,to,to
咄,cyut,dat,dat
咄,dyut,dyut,dyut
咄,deot,doet,doet
咄,zyut,doet,doet
咅,tau,tau,tau
咆,paau,paau,paau
咇,bit,bit,bit
咇,bi,bit,bit
咈,fat,fat,fat
咉,joeng,joeng,joeng
咊,go,go,go
咊,gwo,wo,wo
咊,wo,wo,wo
咊,wu,wu,wu
咋,zaa,zaa,zaa
咋,zaak,zaa,zaa
咋,za,zaa,zaa
咋嘛,za maa,zaa maa,zaa maa
咋嘛,zaa maa,zaa maa,zaa maa
和,wo,wo,wo
和,wu,ho,ho
和,go,ho,ho
和,gwo,ho,ho
和声,wo sing,wo sing,wo sing
和平鴿,wo ping gap,wo ping gap,wo ping gap
和平鸽,wo ping gap,wo ping gap,wo ping gap
和聲,wo sing,wo sing,wo sing
和蔼,wo ngoi,wo oi,wo oi
和蔼,wo oi,wo oi,wo oi
和蔼可亲,wo oi ho can,wo oi ho can,wo oi ho can
和藹,wo ngoi,wo oi,wo oi
和藹,wo oi,wo oi,wo oi
和藹可親,wo oi ho can,wo oi ho can,wo oi ho can
咍,hoi,hoi,hoi
咍,haai,haai,haai
咎,gau,gau,gau
咎,gou,gau,gau
咏,wing,wing,wing
咐,fu,fu,fu
咑,daak,daak,daak
咑,daa,daa,daa
咒,zau,zau,zau
咓,aa,aa,aa
咓,ngaa,ngaa,ngaa
咔,kaa,kaa,kaa
咕,gu,gu,gu
咕哩,gu lei,gu li,gu li
咕臣,gu seon,gu can,gu can
咖,kaa,kaa,kaa
咖,gaa,gaa,gaa
咖,ke,gaa,gaa
咖哩,gaa lei,gaa li,gaa li
咖哩啡,ke le fe,gaa le fe,gaa le fe
咖啡渍,gaa fe zik,gaa fe zik,gaa fe zik
咖啡漬,gaa fe zik,gaa fe zik,gaa fe zik
咖央,gaa jaang,gaa joeng,gaa joeng
咗,zo,zo,zo
咘,bou,bu,bu
咙,lung,lung,lung
咚,dung,dung,dung
咛,ning,ning,ning
咜,taa,taa,taa
咝,si,si,si
咞,jin,jin,jin
咟,waak,waak,waak
咠,cap,cap,cap
咠,jap,cap,cap
咡,ji,ji,ji
咢,ngok,ngok,ngok
咣,gwong,gong,gong
咤,caak,caak,caak
咤,zaa,zaa,zaa
咥,dit,dit,dit
咥,hei,hi,hi
咦,ji,ji,ji
咦,hi,ji,ji
咧,lit,lit,lit
咧,le,le,le
咧开嘴笑,lit hoi zeoi siu,lit hoi zui sliu,lit hoi zui siu
咧晒气,le saai he,le saai he,le saai he
咧晒氣,le saai he,le saai he,le saai he
咧气,le he,le he,le he
咧氣,le he,le he,le he
咧開嘴笑,lit hoi zeoi siu,lit hoi zui sliu,lit hoi zui siu
咨,zi,zi,zi
咩,me,me,me
咩名,me meng,me meng,me ming
咪,mei,mi,mi
咪,mai,mai,mai
咪,mi,mai,mai
咪,miu,mai,mai
咪住,mai zi,mai zyu,mai zyu
咪住,mai zyu,mai zyu,mai zyu
咪咪,mi mi,mai mai,mai mai
咪嚒,mi mo,mai mo,mai mo
咪嚤,mi mo,mai mo,mai mo
咪埋眼,mi maai ngaan,mai maai ngaan,mai maai ngaan
咪妈烂臭,mi maa laan cau,mai maa laan cau,mai maa laan cau
咪媽爛臭,mi maa laan cau,mai maa laan cau,mai maa laan cau
咪摩,mi mo,mai mo,mai mo
咫,zi,zi,zi
咬,ngaau,ngaau,ngaau
咬,aau,ngeu,ngaau
咬,gaau,ngeu,ngaau
咭,gat,gat,gat
咭,kaat,kaat,kaat
咭,kat,kaat,kaat
咭,hat,kaat,kaat
咭,kaak,kaat,kaat
咭冚咭,kaat kam kaat,kaat ham kaat,kaat ham kaat
咭咭呱呱,gat gat gwaa gwaa,gat gat gwaa gwaa,gat gat gwaa gwaa
咭紙,kaak zi,kaat zi,kaat zi
咭紙,kaat zi,kaat zi,kaat zi
咭紙,kat zi,kaat zi,kaat zi
咭纸,kaak zi,kaat zi,kaat zi
咭纸,kaat zi,kaat zi,kaat zi
咭纸,kat zi,kaat zi,kaat zi
咮,zau,zau,zau
咯,lok,lok,lok
咯,lo,lo,lo
咯,gok,gok,gok
咯,haak,kak,kak
咯,kat,kak,kak
咯可,lo ho,lo ho,lo ho
咯咯,gok gok,gok gok,gok gok
咯咯声,lok lok seng,lok lok seng,lok lok sing
咯咯笑,lok lok siu,lok lok sliu,lok lok siu
咯咯聲,lok lok seng,lok lok seng,lok lok sing
咰,seot,slat,sat
咰,seon,slan,san
咱,zaa,zaa,zaa
咲,siu,sliu,siu
咳,kat,kat,kat
咳,haai,kat,kat
咳,hei,kat,kat
咳,hoi,kat,kat
咳,koi,kat,kat
咴,fui,fui,fui
咵,kwaa,kwaa,kwaa
咶,saai,slai,sai
咶,waat,waat,waat
咷,tou,tu,tou
咸,haam,haam,haam
咸,ham,hem,haam
咸巴唥,ham baa laang,hem baa lang,haam baa lang
咸淡,haam taam,haam taam,haam taam
咹,hon,hon,hon
咹,on,on,on
咺,hyun,hyun,hyun
咻,jau,jau,jau
咻,heoi,jau,jau
咼,gwo,go,go
咼,waa,waa,waa
咼,kwaa,kwaa,kwaa
咼,wo,wo,wo
咽,jin,jin,jin
咽,jit,jit,jit
咽住,jit zyu,jit zyu,jit zyu
咾,lou,lu,lou
咿,ji,ji,ji
咿呦,ji jaau,ji jaau,ji jaau
咿呦,ji jau,ji jau,ji jau
咿咿呶呶,ji ji jau jau,ji ji naau naau,ji ji naau naau
咿咿咠咠,ji ji jap jap,ji ji cap cap,ji ji cap cap
哀,oi,oi,oi
哀乐,oi ngok,oi ngok,oi ngok
哀樂,oi ngok,oi ngok,oi ngok
品,ban,pan,pan
哂,can,can,can
哂,can,slaai,saai
哂,can,laai,laai
哃,tung,tung,tung
哄,hung,hung,hung
哄,hong,hung,hung
哅,hung,hung,hung
哆,do,do,do
哆,ci,ci,ci
哆,doe,doe,doe
哆,ce,de,de
哇,waa,waa,waa
哈,haa,haa,haa
哈,haai,ngap,ngaai
哈,kaa,ngaap,ngaap
哈,kaa,ngep,ngaap
哈,kaa,he,he
哈萨克,haa saat haak,haa slaat kak,haa saat kak
哈萨克,haa saat hak,haa slaat hak,haa saat hak
哈萨克人,haa saat hak jan,haa slaat hak jan,haa saat hak jan
哈萨克文,haa saat hak man,haa slaat hak man,haa saat hak man
哈萨克斯坦,haa saat hak si taan,haa slaat hak si taan,haa saat hak si taan
哈萨克族,haa saat hak zuk,haa slaat hak zuk,haa saat hak zuk
哈萨克语,haa saat hak jyu,haa slaat hak jyu,haa saat hak jyu
哈薩克,haa saat haak,haa slaat kak,haa saat kak
哈薩克,haa saat hak,haa slaat hak,haa saat hak
哈薩克人,haa saat hak jan,haa slaat hak jan,haa saat hak jan
哈薩克文,haa saat hak man,haa slaat hak man,haa saat hak man
哈薩克斯坦,haa saat hak si taan,haa slaat hak si taan,haa saat hak si taan
哈薩克族,haa saat hak zuk,haa slaat hak zuk,haa saat hak zuk
哈薩克語,haa saat hak jyu,haa slaat hak jyu,haa saat hak jyu
哈雷彗星,haa leoi wai sing,haa lui wai sling,haa lui wai sing
哉,zoi,zoi,zoi
哊,juk,juk,juk
哋,dei,di,di
哌,paai,paai,paai
响,hoeng,hoeng,hoeng
响咹,hoeng on,hoeng on,hoeng on
哎,aai,aai,aai
哎,ai,ui,ui
哎,ngaai,ai,ai
哎,ngaai,e,e
哎呀,ai aa,ui aa,ui aa
哎呀,ai jaa,ui jaa,ui jaa
哏,gan,gan,gan
哏,han,han,han
哐,hong,kwaang,kwong
哐,kong,kong,kong
哐,gwaang,kong,kong
哑,aa,aa,aa
哑,ak,ak,ak
哑,ngaa,ak,ak
哑然失笑,ak jin sat siu,ak jin sat sliu,ak jin sat siu
哑然无生,ak jin mou sang,ak jin mu saang,ak jin mu saang
哒,daat,daat,daat
哓,hiu,hiu,hiu
哔,bat,bat,bat
哔,bi,bat,bat
哔哩叭啦,bi li baa laa,bat le baa laa,bat le baa laa
哔哩哔哩,bat lei bat lei,bat li bat li,bat li bat li
哕,jyut,jyut,jyut
哕,wai,wai,wai
哕,wai,oet,joet
哕,wai,we,we
哖,nin,nin,nin
哗,waa,waa,waa
哗,faa,waa,waa
哗,jip,waa,waa
哗啦一声,waa laa jat seng,waa laa jat seng,waa laa jat sing
哘,hang,hang,hang
哙,faai,faai,faai
哚,do,do,do
哚,doe,doe,doe
哛,fan,fan,fan
哜,zai,zai,zai
哝,nung,nung,nung
哞,mau,mau,mau
哟,jo,jo,jo
哟,jou,jo,jo
哟女,jou neoi,jo nyu,jo nyu
哠,hou,hu,hou
員,jyun,jyun,jyun
員,wan,jyun,jyun
哢,lung,lung,lung
哣,dau,dau,dau
哤,mong,mong,mong
哥,go,go,go
哦,o,o,o
哦,ngo,ngo,ngo
哦,ngo,u,ou
哧,ci,ci,ci
哧,cik,cik,cik
哨,saau,saau,saau
哨,saau,seu,saau
哩,lei,li,li
哩,le,le,le
哩,li,le,le
哩啡,le fe,le fe,le fe
哩溜歪斜,li liu waai ce,le liu waai ce,le liu waai ce
哪,naa,naa,naa
哪,no,naa,naa
哪咤,naa zaa,naa zaa,naa zaa
哪里,naa leoi,naa lyu,naa lyu
哫,zuk,zuk,zuk
哬,ho,ho,ho
哬,hoe,hoe,hoe
哬哚,hoe doe,hoe doe,hoe doe
哭,huk,huk,huk
哭声震天,huk sing zan tin,huk sing zan tin,huk sing zan tin
哭聲震天,huk sing zan tin,huk sing zan tin,huk sing zan tin
哮,haau,haau,haau
哯,jin,jin,jin
哰,lou,lu,lou
哱,but,but,but
哱,po,but,but
哲,zit,zit,zit
哳,zaat,zaat,zaat
哴,loeng,loeng,loeng
哴,long,long,long
哵,baat,baat,baat
哵,baat,bet,baat
哶,me,me,me
哷,lyut,lyut,lyut
哸,ceoi,cui,cui
哸,seoi,sui,sui
哹,fau,fau,fuk
哺,bou,pu,pu
哺,bou,bu,bu
哻,hon,hon,hon
哼,hang,hang,hang
哼,hng,hng,hng
哽,ang,ang,ang
哽,gang,gang,gang
哽,kang,kang,kang
哽,ngang,kang,kang
哽咽,gang jin,gang jin,gang jin
哽咽,gang jit,gang jit,gang jit
哽唔过颈,kang m gwo geng,kang m go geng,kang m go ging
哽唔過頸,kang m gwo geng,kang m go geng,kang m go ging
哽噎,gang jit,gang jit,gang jit
哽嚫,kang can,kang can,kang can
哾,syut,syut,syut
哿,go,go,go
哿,ho,ho,ho
唀,jau,jau,jau
唁,jin,jin,jin
唂,guk,guk,guk
唃,guk,guk,guk
唄,baai,be,be
唄,be,baai,baai
唄,bui,baai,baai
唄,baa,baai,baai
唅,ham,ham,ham
唅,ngam,ham,ham
唅沈,ngam cam,ham cam,ham cam
唆,so,slo,so
唇,seon,san,san
唈,jap,jap,jap
唉,aai,aai,aai
唉,ngaai,ai,ai
唉,oi,ai,ai
唊,gaap,gaap,gaap
唊,him,him,him
唋,tou,tu,tu
唌,jin,jin,jin
唍,waan,waan,waan
唎,lei,li,li
唎,li,li,li
唏,hei,hi,hi
唐,tong,tong,tong
唐,dong,tong,tong
唐楼,dong lau,tong lau,tong lau
唐楼,tong lau,tong lau,tong lau
唐樓,dong lau,tong lau,tong lau
唐樓,tong lau,tong lau,tong lau
唐装,dong zong,tong zong,tong zong
唐装,tong zong,tong zong,tong zong
唐装衫,tong zong saam,tong zong saam,tong zong saam
唐裝,dong zong,tong zong,tong zong
唐裝,tong zong,tong zong,tong zong
唐裝衫,tong zong saam,tong zong saam,tong zong saam
唑,zo,zo,zo
唒,cau,cau,cau
唓,ce,ce,ce
唔,m,m,m
唔,ng,ng,ng
唔使嚟,m sai lei,m sai lai,m sai lai
唔使惊,m sai geng,m sai geng,m sai ging
唔使驚,m sai geng,m sai geng,m sai ging
唔出名,m ceot meng,m cyut meng,m cat ming
唔单只,m daan zi,m daan zi,m daan zi
唔只,m zi,m zi,m zi
唔合,m gaap,m gok,m gok
唔合格,m hap gaak,m hap gaak,m hap gaak
唔合法,m hap faat,m hap faat,m hap faat
唔合理,m hap lei,m hap li,m hap li
唔合适,m hap sik,m hap sik,m hap sik
唔合適,m hap sik,m hap sik,m hap sik
唔听,m teng,m teng,m ting
唔咸唔淡,m haam m taam,m haam m taam,m haam m taam
唔响处,m hoeng syu,m hoeng cyu,m hoeng cyu
唔响處,m hoeng syu,m hoeng cyu,m hoeng cyu
唔啱合尺,m ngaam ho ce,m ngaam gok cek,m ngaam gok cek
唔啱巧,m ngaam kiu,m ngaam kiu,m ngaam kiu
唔單只,m daan zi,m daan zi,m daan zi
唔在行,m zoi hong,m zoi hong,m zoi hong
唔声唔声吓你一惊,m seng m seng haak nei jat geng,m seng m seng haak ni jat geng,m sing m sing haak ni jat ging
唔够佢争,m gau keoi zaang,m gau kyu zaang,m gau kyu zaang
唔够饤,m gau deng,m gau ding,m gau ding
唔夠佢爭,m gau keoi zaang,m gau kyu zaang,m gau kyu zaang
唔夠飣,m gau deng,m gau ding,m gau ding
唔好听,m hou teng,m hu teng,m hou ting
唔好聽,m hou teng,m hu teng,m hou ting
唔平,m peng,m peng,m ping
唔怕生坏命,m paa saang waai meng,m paa saang waai meng,m paa saang waai ming
唔怕生壞命,m paa saang waai meng,m paa saang waai meng,m paa saang waai ming
唔惊,m geng,m geng,m ging
唔惊唔觉,m ging m gok,m ging m gok,m ging m gok
唔成,m seng,m seng,m sing
唔成熟,m sing suk,m sing suk,m sing suk
唔挣在,m zaang zoi,m zaang zoi,m zaang zoi
唔捞,m laau,m lu,m lou
唔捞,m lou,m laau,m laau
唔换行,m wun hong,m wun hong,m wun hong
唔掂諗到掂爲止,m dim lam dou dim wai zi,m dim nam du dim wai zi,m dim nam dou dim wai zi
唔掂谂到掂为止,m dim lam dou dim wai zi,m dim nam du dim wai zi,m dim nam dou dim wai zi
唔掙在,m zaang zoi,m zaang zoi,m zaang zoi
唔換行,m wun hong,m wun hong,m wun hong
唔撈,m laau,m lu,m lou
唔撈,m lou,m laau,m laau
唔曾,m cang,m cang,m cang
唔熟行,m suk hong,m suk hong,m suk hong
唔瞓得落覺,m fan dak lok gaau,m fan dak lok gaau,m fan dak lok gaau
唔瞓得落觉,m fan dak lok gaau,m fan dak lok gaau,m fan dak lok gaau
唔知定,m zi deng,m zi deng,m zi ding
唔知醒,m zi seng,m zi sleng,m zi sing
唔禁,m kam,m kam,m kam
唔精神,m zeng san,m zeng san,m zing san
唔精神,m zing san,m zing san,m zing san
唔聚財,m zeoi zoi,m zyu coi,m zyu coi
唔聚财,m zeoi zoi,m zyu coi,m zyu coi
唔聲唔聲嚇你一驚,m seng m seng haak nei jat geng,m seng m seng haak ni jat geng,m sing m sing haak ni jat ging
唔聽,m teng,m teng,m ting
唔行,m haang,m haang,m haang
唔要命,m jiu meng,m jiu meng,m jiu ming
唔識聽,m sik teng,m sik teng,m sik ting
唔識行,m sik haang,m sik haang,m sik haang
唔识听,m sik teng,m sik teng,m sik ting
唔识行,m sik haang,m sik haang,m sik haang
唔近,m kan,m kan,m kan
唔食人間煙火,ng sik jan gaan jin fo,ng sik jan gaan jin fo,ng sik jan gaan jin fo
唔食人间烟火,ng sik jan gaan jin fo,ng sik jan gaan jin fo,ng sik jan gaan jin fo
唔驚,m geng,m geng,m ging
唔驚唔覺,m ging m gok,m ging m gok,m ging m gok
唔鹹唔淡,m haam m taam,m haam m taam,m haam m taam
唕,zou,zu,zou
唖,aa,aa,aa
唗,dau,dau,dau
唘,kai,kai,kai
唙,dik,dik,dik
唚,cam,cam,cam
唛,mak,mak,mak
唜,mut,mut,mut
唝,gung,gung,gung
唝,hung,hung,hung
唞,tau,tau,tau
唞啖气,tau daam hei,tau daam hi,tau daam hi
唞啖氣,tau daam hei,tau daam hi,tau daam hi
唟,heoi,hyu,hyu
唠,lou,lu,lou
唡,loeng,loeng,loeng
唢,so,slo,so
唣,zou,zu,zou
唤,wun,wun,wun
唤醒,wun seng,wun sleng,wun sing
唤醒,wun sing,wun sling,wun sing
唥,laang,lang,lang
唥,lang,laang,laang
唦,saa,saa,saa
唧,zik,zik,zik
唧,zit,zik,zik
唧,zek,zik,zik
唧唧冰,zit zit bing,zik zik bing,zik zik bing
唧屐,zek kek,zik kek,zik kek
唧牙膏,zit ngaa gou,zik ngaa gu,zik ngaa gou
唧都唔笑,zek dou m siu,zik du m sliu,zik du m siu
唧都唔笑,zit dou m siu,zik du m sliu,zik du m siu
唧魚蛋,zit jyu daan,zik jyu daan,zik jyu daan
唧鱼蛋,zit jyu daan,zik jyu daan,zik jyu daan
唨,zo,zo,zo
唩,wo,wo,wo
唪,fung,fung,fung
唪,baang,fung,fung
唫,gam,gam,gam
唫,jam,ham,ham
唫,kam,kam,kam
唬,fu,fu,fu
唬,haak,fu,fu
唭,gei,gi,gi
唭,kei,ki,ki
售,sau,sau,sau
唯,wai,wai,wai
唯利是图,wai lei si tou,wai li si tu,wai li si tu
唯利是圖,wai lei si tou,wai li si tu,wai li si tu
唰,caat,caat,caat
唰,syut,syut,syut
唱,coeng,coeng,coeng
唱,zoeng,coeng,coeng
唲,aai,aai,aai
唲,ji,ji,ji
唲,waa,waa,waa
唳,leoi,lui,lui
唳,lai,lui,lui
唳,lit,lui,lui
唴,goeng,koeng,koeng
唵,am,am,am
唵,om,ung,ung
唵嘛呢叭咪吽,am maa ni baa mi hung,am maa ne baa mai hung,am maa ne baa mai hung
唵嘛呢叭咪吽,om maa ni baa mi hung,ung maa ne baa mai hung,ung maa ne baa mai hung
唶,zaak,zaak,zaak
唶,ze,ze,ze
唶,zik,zik,zik
唷,jo,jo,jo
唷,jo,ju,jou
唸,nim,nim,nim
唸,din,nim,nim
唹,jyu,jyu,jyu
唺,tin,tin,tin
唻,loi,loi,loi
唼,cip,cip,cip
唼,saap,slaap,saap
唼,zaap,zaap,zaap
唼,zit,zit,zit
唽,sik,slik,sik
唾,to,to,to
唾,toe,toe,toe
唾,tou,toe,toe
唿,fat,fat,fat
啀,ngaai,ngaai,ngaai
啁,zaau,zaau,zaau
啁,zau,zeu,zaau
啁,zeu,zeu,zaau
啁啾,zau zau,zeu zau,zaau zau
啂,nau,nau,nau
啃,hang,hang,hang
啃,kang,kang,kang
啃,han,kang,kang
啄,doek,doek,doek
啄,doeng,doeng,doeng
啄,zau,doeng,doeng
啄亲,doeng can,doeng can,doeng can
啄啄糖,doeng doeng tong,doeng doeng tong,doeng doeng tong
啄地,doeng dei,doeng di,doeng di
啄親,doeng can,doeng can,doeng can
啅,doek,doek,doek
啅,coek,zoek,zoek
商,soeng,soeng,soeng
商业机构,soeng jip gei kau,soeng nip gi kau,soeng nip gi kau
商業機構,soeng jip gei kau,soeng nip gi kau,soeng nip gi kau
商行,soeng hong,soeng hong,soeng hong
商調,soeng tiu,soeng tiu,soeng tiu
商调,soeng tiu,soeng tiu,soeng tiu
商賈,soeng gu,soeng gu,soeng gu
商贾,soeng gu,soeng gu,soeng gu
啇,dik,dik,dik
啈,hang,hang,hang
啈,hng,hng,hng
啉,lam,lam,lam
啊,aa,aa,aa
啊,a,at,at
啊,a,a,a
啊吓,aa haa,aa haa,aa haa
啋,coi,coi,coi
啌,hong,hong,hong
啍,tan,tan,tan
啍,teon,tyun,tyun
啍,zeon,tan,tan
啎,ng,ng,ng
問,man,man,man
問鼎輕重,man ding hing cung,man ding hing cung,man ding hing cung
啐,ceoi,cui,cui
啐,seoi,cui,cui
啑,dip,dip,dip
啑,zaap,dip,dip
啑,zit,zit,zit
啑,saap,slaap,saap
啒,gwat,gwat,gwat
啒,fat,fat,fat
啓,kai,kai,kai
啔,kai,kai,kai
啕,tou,tu,tou
啖,daam,daam,daam
啖,gam,daam,daam
啖啖,daam daam,daam daam,daam daam
啗,daam,daam,daam
啘,waa,waa,waa
啙,zi,zi,zi
啚,pei,pi,pi
啚,tou,tu,tou
啛,ceoi,cui,cui
啜,zyut,zyut,zyut
啜,cyut,zoet,zoet
啜核,zyut wat,zyut wat,zyut wat
啝,wo,wo,wo
啞,aa,aa,aa
啞,ak,ak,ak
啞,ngaa,ak,ak
啞然失笑,ak jin sat siu,ak jin sat sliu,ak jin sat siu
啞然無生,ak jin mou sang,ak jin mu saang,ak jin mu saang
啟,kai,kai,kai
啠,zit,zit,zit
啡,fei,fi,fi
啡,fe,fe,fe
啢,loeng,loeng,loeng
啣,haam,haam,haam
啣,ham,haam,haam
啤,be,be,be
